"","meanImp","medianImp","minImp","maxImp","normHits","decision"
"208_Salience_var",-0.393965595821878,-0.797562997080691,-1.39366007179046,1.28545626437623,0,"Rejected"
"209_Salience_var",0.146377714998371,0,-1.38902709919966,1.6247619104297,0,"Rejected"
"21_SomatomotorDorsal_var",-0.328838679155343,-0.489487803539438,-1.77614254453928,1.21842870791278,0,"Rejected"
"210_Salience_var",0.264640770365169,0.874149507684303,-1.40050758952657,1.36600779223909,0,"Rejected"
"212_VentralAttention_var",0.146151657662679,0.064715735628468,-1.56614487127428,1.82605994674857,0,"Rejected"
"213_VentralAttention_var",-0.248594387249295,-0.524922460943541,-1.34221216876178,1.16381488014799,0,"Rejected"
"214_VentralAttention_var",-0.273672146832908,-0.255053565743771,-1.35625681916732,1.51605267631761,0,"Rejected"
"215_VentralAttention_var",-0.288581005172545,-0.433298793536919,-1.54068638245634,1.35076920569046,0,"Rejected"
"216_VentralAttention_var",-0.0867681747435987,-0.422524530309595,-1.69832831290517,1.35730440784584,0,"Rejected"
"217_VentralAttention_var",0.331824100337024,0.222941470525498,-1.17123430975681,2.20685993938267,0,"Rejected"
"218_VentralAttention_var",0.382108628045043,0.753831322015906,-1.36493867874539,1.26142311805899,0,"Rejected"
"219_VentralAttention_var",-0.0672238628076661,0,-1.14854762400963,1.36927217975642,0,"Rejected"
"22_SomatomotorDorsal_var",-0.315906272880175,-0.656068550081762,-1.38395696604041,1.23104466136636,0,"Rejected"
"220_DorsalAttention_var",-0.152368154117564,-0.751379945479092,-1.39309419097834,1.43684820567442,0,"Rejected"
"221_DorsalAttention_var",-0.0460670394973992,0,-1.02475133580796,1.26433928450408,0,"Rejected"
"222_DorsalAttention_var",0.0483239190812632,0.12723650163102,-1.92106178200527,1.63864181648586,0,"Rejected"
"223_DorsalAttention_var",-0.312343192212637,-0.731738252817977,-1.43777194759613,1.35156362909913,0,"Rejected"
"224_DorsalAttention_var",0.240093742183662,0.558437547152985,-1.43834255757568,1.68457230927144,0,"Rejected"
"225_DorsalAttention_var",-0.26147005513248,-0.411957334226498,-1.98419969678451,1.32730248039179,0,"Rejected"
"226_DorsalAttention_var",-0.311106300817618,-0.404154663567289,-1.41586617663724,1.41352694612414,0,"Rejected"
"227_DorsalAttention_var",0.0523226183139909,0.0726639103178907,-1.3836018816714,1.33444819415296,0,"Rejected"
"228_DorsalAttention_var",-0.259280279729393,-0.801649573052657,-1.46026183834673,1.49569242474783,0,"Rejected"
