"","meanImp","medianImp","minImp","maxImp","normHits","decision"
"X164_Visual_var",-0.357801922850676,-0.558628284190111,-1.29606258212092,1.94297510483326,0,"Rejected"
"X165_Visual_var",0.211214663527608,0.312150636619266,-1.41086473160671,1.41089081825919,0,"Rejected"
"X166_Visual_var",-0.238994360169899,-0.239643860574736,-1.72683240481236,1.44155003815075,0,"Rejected"
"X167_Visual_var",-0.239694496183803,-0.294693297042556,-1.89301704601431,1.21046309926962,0,"Rejected"
"X168_Visual_var",0.0456469048775128,0,-1.50249500522522,1.83579469558713,0,"Rejected"
"X169_Visual_var",-0.0336839621404065,-0.117758636990585,-1.04928638646719,1.1791876611302,0,"Rejected"
"X17_SomatomotorDorsal_var",0.22897633743716,0.50200312529712,-1.54195958611872,1.24610778214918,0,"Rejected"
"X170_Visual_var",-0.349264452337945,-0.62467905412158,-1.76460677739737,1.2340050339469,0,"Rejected"
"X171_Visual_var",0.242181893857199,0.434400380245013,-1.18225529393426,1.31790764543219,0,"Rejected"
"X172_Visual_var",0.323253032611468,0.607656861763977,-1.18992774406439,1.47699571658709,0,"Rejected"
"X173_Visual_var",-0.308870018427996,-0.655092107734761,-1.45903390546773,1.6136710800173,0,"Rejected"
"X174_Visual_var",0.119659232445391,0.357662329318512,-2.01826026802759,1.61787168266183,0,"Rejected"
"X175_FrontoParietal_var",-0.166822016842171,-0.31558259125929,-1.67874079218113,1.3042951049276,0,"Rejected"
"X176_FrontoParietal_var",0.145012396983279,0.263578725990088,-1.79180381613051,1.5305073253449,0,"Rejected"
"X178_FrontoParietal_var",0.309762023543103,0.809666072283431,-1.24261661578241,1.372827965545,0,"Rejected"
"X179_FrontoParietal_var",-0.0156118594506268,0,-1.4235941654796,1.57336865480089,0,"Rejected"
"X18_SomatomotorDorsal_var",0.00356652770646969,-0.108422105280163,-1.56919097099383,1.38547326837468,0,"Rejected"
"X180_FrontoParietal_var",0.203475148147283,0.351251134427334,-1.42808415035655,1.36850672464756,0,"Rejected"
"X181_FrontoParietal_var",0.132551844789731,0,-1.29556116693509,1.60277543908912,0,"Rejected"
"X182_FrontoParietal_var",0.0553900891396194,0.17190739379511,-1.19462885682247,1.41654682980108,0,"Rejected"
"X183_FrontoParietal_var",0.187276270319738,0.188707488985199,-1.41542085689006,1.63049752635331,0,"Rejected"
"X184_FrontoParietal_var",-0.0165156318325729,0.0253096827392053,-1.69777842082406,1.44379673473177,0,"Rejected"
"X185_FrontoParietal_var",-0.790061460540212,-0.784218163364736,-1.96878486127835,1.00100150250438,0,"Rejected"
"X186_FrontoParietal_var",0.034722292775547,-0.230941660456951,-1.00100150250438,1.39181481286726,0,"Rejected"
"X187_FrontoParietal_var",1.07991865708183,1.31552899210936,-1.37264931255244,1.93955268121972,0,"Rejected"
"X188_FrontoParietal_var",0.398703616439826,0.676210709936091,-1.53315089986056,1.81919495052862,0,"Rejected"
"X189_FrontoParietal_var",-0.00839448136789913,0.0306106623212786,-1.11114006360465,1.15535181661763,0,"Rejected"
"X19_SomatomotorDorsal_var",0.0921088898561942,0.501608709317693,-1.5414130356648,1.33065303996169,0,"Rejected"
"X190_FrontoParietal_var",0.073236746968588,0.45106214428745,-1.64007504556472,1.75218727887533,0,"Rejected"
"X191_FrontoParietal_var",-0.171900401407639,-0.270943430894163,-1.35357007091406,1.41990018319685,0,"Rejected"
"X192_FrontoParietal_var",-0.419801455000777,-0.550679739637942,-1.65269811937367,1.27057113662195,0,"Rejected"
"X193_FrontoParietal_var",0.414744744977459,0.548654531484952,-1.36533705687667,1.41416513245975,0,"Rejected"
"X194_FrontoParietal_var",-0.418469336306221,-0.491206659115618,-1.55784354048304,0.803348220500553,0,"Rejected"
"X195_FrontoParietal_var",0.124431174676901,-0.216650241249543,-1.05876586262127,2.20348830448544,0,"Rejected"
"X196_FrontoParietal_var",-0.0304306006572858,0.0689721009820288,-1.49045192113301,1.77696576383639,0,"Rejected"
"X197_FrontoParietal_var",0.218197071348936,0.382564450295995,-1.87587743378761,1.90320450851726,0,"Rejected"
"X198_FrontoParietal_var",-0.198919464854971,0,-1.86373884804117,1.03698702854414,0,"Rejected"
"X199_FrontoParietal_var",0.147523056477051,0.618740278059489,-1.56623018733862,1.22469807284348,0,"Rejected"
"X2_unassigned_var",-0.295459833412834,-0.665084222975779,-1.93148166612882,1.2273930548176,0,"Rejected"
"X20_SomatomotorDorsal_var",0.145849367821838,0,-1.26317676175993,1.87549102941961,0,"Rejected"
"X200_FrontoParietal_var",-0.08895074045843,0,-1.47607319420229,1.89323236286775,0,"Rejected"
"X201_FrontoParietal_var",0.127582138480255,0.210053097449492,-1.56365258760604,2.1355127062967,0,"Rejected"
"X202_Salience_var",0.0161674869135373,-0.116454036299936,-1.75698668801624,1.49970327816189,0,"Rejected"
"X203_Salience_var",0.0944359113854116,0,-1.13242063296806,1.40261166657594,0,"Rejected"
"X204_Salience_var",0.191640743645894,-0.0535927480921695,-1.35963084743237,1.56024074900131,0,"Rejected"
"X205_Salience_var",-0.214748175145105,-0.502311461967316,-1.84835108847715,1.43249404754107,0,"Rejected"
"X206_Salience_var",-0.170295266586318,-0.105670478994416,-1.7629403215319,1.21217797457274,0,"Rejected"
"X207_Salience_var",-0.437553692782722,-0.765048346742123,-1.72893473096806,1.3147989272641,0,"Rejected"
"X208_Salience_var",-0.181560959539363,-0.592337654904334,-1.57661207750714,1.4873464325138,0,"Rejected"
"X209_Salience_var",-0.144662606621466,-0.039042311657314,-1.35364267547658,1.40343128037244,0,"Rejected"
"X21_SomatomotorDorsal_var",-0.0998070807260113,-0.466035683314464,-1.2037193990651,1.84214639027151,0,"Rejected"
"X210_Salience_var",-0.0578133684185362,-0.352147584898194,-1.38819754184826,1.76952473296654,0,"Rejected"
"X211_VentralAttention_var",0.0573358947697753,0,-2.08540540511323,1.93909090875454,0,"Rejected"
"X212_VentralAttention_var",0.347696818373413,0.881129167504401,-1.21908846285839,1.84337253906623,0,"Rejected"
"X213_VentralAttention_var",-0.71272103320038,-1.00100150250438,-1.50437078787871,1.00100150250438,0,"Rejected"
"X214_VentralAttention_var",-0.253760890033949,-0.823320708480756,-1.49877364352814,1.71617582737853,0,"Rejected"
"X215_VentralAttention_var",-0.222907032283126,-0.129100974796248,-1.84915265005616,1.77316156149369,0,"Rejected"
"X216_VentralAttention_var",-0.0986425403016423,0,-2.0100754732239,1.2568029287561,0,"Rejected"
"X217_VentralAttention_var",-0.206377998795637,-0.204887964146609,-1.29725215864343,1.09921132727677,0,"Rejected"
"X218_VentralAttention_var",0.18131813120276,0.278086971011007,-1.41681979455349,1.85195860042141,0,"Rejected"
"X219_VentralAttention_var",0.541122179695148,0.895230779112455,-1.65024615875437,1.91209046990066,0,"Rejected"
"X22_SomatomotorDorsal_var",0.262489881612617,0.659944072989099,-1.30869802667325,1.75834512573329,0,"Rejected"
"X220_DorsalAttention_var",-0.0100682827412003,0.21147807799223,-1.89095666829526,1.78820976675265,0,"Rejected"
"X221_DorsalAttention_var",-0.12899260981951,-0.0429900150286519,-1.28357358575824,1.36836518596894,0,"Rejected"
"X222_DorsalAttention_var",-0.400576072417632,-0.660700667300235,-1.46720752955064,1.7122470743201,0,"Rejected"
"X223_DorsalAttention_var",-0.00927080785983288,-0.064701903072299,-1.59587943016345,1.49490626936223,0,"Rejected"
"X224_DorsalAttention_var",0.505235628920919,0.873351579445011,-1.39683674868106,1.75494155489233,0,"Rejected"
"X225_DorsalAttention_var",-0.303975993985835,-0.764560039113953,-1.5604107923794,1.99455273352216,0,"Rejected"
"X226_DorsalAttention_var",0.273046083253278,0.0189404872572411,-1.12683868620852,1.34418681062567,0,"Rejected"
